,ID,date,latitude,longitude,type,source,station,aqi,day,year,month,hour,dayofmonth,y_test,error
42840,169169,2017-01-26 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,338.0,2017-01-26,2017,1,11,26,176.29989595042568,-161.70010404957432
42848,169186,2017-01-26 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,297.0,2017-01-26,2017,1,12,26,163.90346584008265,-133.09653415991735
42850,169190,2017-01-26 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,240.0,2017-01-26,2017,1,13,26,164.19062753418999,-75.80937246581001
42857,169210,2017-01-26 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,175.0,2017-01-26,2017,1,14,26,133.73565514802596,-41.264344851974045
42868,169236,2017-01-26 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,141.0,2017-01-26,2017,1,15,26,115.82409933133998,-25.17590066866002
42874,169255,2017-01-26 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,109.0,2017-01-26,2017,1,16,26,90.71067246349028,-18.289327536509717
42882,169270,2017-01-26 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,86.0,2017-01-26,2017,1,17,26,80.40508118489011,-5.594918815109892
42887,169283,2017-01-26 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,104.0,2017-01-26,2017,1,18,26,80.94860540530739,-23.05139459469261
42895,169301,2017-01-26 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,138.0,2017-01-26,2017,1,19,26,106.34837532844934,-31.651624671550664
42906,169324,2017-01-26 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,161.0,2017-01-26,2017,1,20,26,130.25084415212726,-30.749155847872743
42912,169348,2017-01-26 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,214.0,2017-01-26,2017,1,21,26,158.40115502010005,-55.59884497989995
42922,169362,2017-01-26 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,266.0,2017-01-26,2017,1,22,26,174.64806541940106,-91.35193458059894
42928,169379,2017-01-26 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,286.0,2017-01-26,2017,1,23,26,182.17738413803025,-103.82261586196975
42941,169412,2017-01-27 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,323.0,2017-01-27,2017,1,0,27,331.0761174971681,8.076117497168127
42949,169432,2017-01-27 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,350.0,2017-01-27,2017,1,1,27,315.38242590729413,-34.617574092705865
42958,169447,2017-01-27 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,356.0,2017-01-27,2017,1,2,27,330.6652864525382,-25.334713547461774
42964,169467,2017-01-27 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,346.0,2017-01-27,2017,1,3,27,342.85343483869866,-3.1465651613013392
42970,169477,2017-01-27 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,324.0,2017-01-27,2017,1,4,27,411.24110682725916,87.24110682725916
42975,169493,2017-01-27 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,311.0,2017-01-27,2017,1,5,27,397.984025126694,86.98402512669401
42988,169526,2017-01-27 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,295.0,2017-01-27,2017,1,6,27,294.835505988155,-0.16449401184502221
42996,169542,2017-01-27 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,304.0,2017-01-27,2017,1,7,27,273.50022782465055,-30.49977217534945
43002,169553,2017-01-27 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,331.0,2017-01-27,2017,1,8,27,194.4292385273371,-136.5707614726629
43016,169589,2017-01-27 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,316.0,2017-01-27,2017,1,10,27,355.7606193424381,39.760619342438076
43022,169610,2017-01-27 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,299.0,2017-01-27,2017,1,11,27,396.60153050249073,97.60153050249073
43033,169632,2017-01-27 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,347.0,2017-01-27,2017,1,12,27,359.93401726059625,12.93401726059625
43039,169647,2017-01-27 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,378.0,2017-01-27,2017,1,13,27,246.4798885378763,-131.5201114621237
43048,169669,2017-01-27 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,324.0,2017-01-27,2017,1,14,27,228.2239126954528,-95.77608730454719
43056,169688,2017-01-27 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,308.0,2017-01-27,2017,1,15,27,190.0488850889218,-117.95111491107821
43060,169695,2017-01-27 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,280.0,2017-01-27,2017,1,16,27,170.02473831765164,-109.97526168234836
43073,169724,2017-01-27 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,259.0,2017-01-27,2017,1,17,27,150.2168413297697,-108.7831586702303
43076,169739,2017-01-27 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,255.0,2017-01-27,2017,1,18,27,156.31517536248938,-98.68482463751062
43088,169761,2017-01-27 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,254.0,2017-01-27,2017,1,19,27,178.64631111165423,-75.35368888834577
43092,169769,2017-01-27 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,248.0,2017-01-27,2017,1,20,27,184.97998513506573,-63.02001486493427
43102,169790,2017-01-27 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,246.0,2017-01-27,2017,1,21,27,177.58993996742265,-68.41006003257735
43109,169809,2017-01-27 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,242.0,2017-01-27,2017,1,22,27,198.54320924407386,-43.456790755926136
43119,169828,2017-01-27 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,207.0,2017-01-27,2017,1,23,27,192.54213498074895,-14.457865019251045
43127,169847,2017-01-28 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,146.0,2017-01-28,2017,1,0,28,99.3815973173938,-46.6184026826062
43131,169861,2017-01-28 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,122.0,2017-01-28,2017,1,1,28,94.62860022360911,-27.371399776390888
43146,169898,2017-01-28 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,93.0,2017-01-28,2017,1,2,28,133.98382496080296,40.98382496080296
43147,169899,2017-01-28 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,47.0,2017-01-28,2017,1,3,28,129.82888085604247,82.82888085604247
43162,169936,2017-01-28 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,39.0,2017-01-28,2017,1,4,28,86.3448813117274,47.344881311727406
43166,169940,2017-01-28 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2017-01-28,2017,1,5,28,68.61183089640187,37.61183089640187
43175,169960,2017-01-28 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,27.0,2017-01-28,2017,1,6,28,49.411827170010966,22.411827170010966
43184,169989,2017-01-28 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2017-01-28,2017,1,7,28,40.503595448301475,16.503595448301475
43191,170007,2017-01-28 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,26.0,2017-01-28,2017,1,8,28,62.898670694883585,36.898670694883585
43195,170021,2017-01-28 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,29.0,2017-01-28,2017,1,9,28,88.87482558578176,59.874825585781764
43209,170045,2017-01-28 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,36.0,2017-01-28,2017,1,10,28,93.74811092032449,57.74811092032449
43211,170052,2017-01-28 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-01-28,2017,1,11,28,74.25996258177757,31.25996258177757
43221,170075,2017-01-28 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,49.0,2017-01-28,2017,1,12,28,104.06136165791351,55.06136165791351
43230,170101,2017-01-28 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,46.0,2017-01-28,2017,1,13,28,80.26079636673897,34.26079636673897
43242,170126,2017-01-28 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2017-01-28,2017,1,14,28,60.05364864961815,16.053648649618147
43247,170140,2017-01-28 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-01-28,2017,1,15,28,47.667839811245685,10.667839811245685
43257,170159,2017-01-28 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-01-28,2017,1,16,28,41.842590697705,4.842590697704999
43264,170181,2017-01-28 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-01-28,2017,1,17,28,34.001689811747816,-8.998310188252184
43270,170192,2017-01-28 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2017-01-28,2017,1,18,28,39.93401848937222,-4.065981510627779
43275,170203,2017-01-28 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,48.0,2017-01-28,2017,1,19,28,58.30886397103983,10.308863971039827
43290,170240,2017-01-28 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,58.0,2017-01-28,2017,1,20,28,68.55759733017626,10.557597330176264
43293,170248,2017-01-28 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,83.0,2017-01-28,2017,1,21,28,79.43274564269358,-3.5672543573064246
43300,170261,2017-01-28 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,93.0,2017-01-28,2017,1,22,28,92.27873329326871,-0.721266706731285
43307,170279,2017-01-28 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,117.0,2017-01-28,2017,1,23,28,110.73172378823887,-6.268276211761133
43321,170315,2017-01-29 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,150.0,2017-01-29,2017,1,0,29,213.36060978810568,63.36060978810568
43323,170327,2017-01-29 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,207.0,2017-01-29,2017,1,1,29,260.9114652835831,53.911465283583084
43334,170340,2017-01-29 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,233.0,2017-01-29,2017,1,2,29,254.6254292406782,21.625429240678187
43340,170358,2017-01-29 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,271.0,2017-01-29,2017,1,3,29,243.16435878110707,-27.83564121889293
43354,170391,2017-01-29 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,287.0,2017-01-29,2017,1,4,29,212.34962072827489,-74.65037927172511
43356,170394,2017-01-29 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,242.0,2017-01-29,2017,1,5,29,223.1970551775824,-18.8029448224176
43369,170424,2017-01-29 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,230.0,2017-01-29,2017,1,6,29,168.5527648637658,-61.44723513623421
43372,170431,2017-01-29 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,197.0,2017-01-29,2017,1,7,29,165.3696778747589,-31.630322125241094
43382,170451,2017-01-29 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,216.0,2017-01-29,2017,1,8,29,217.8921851809572,1.892185180957199
43387,170465,2017-01-29 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,228.0,2017-01-29,2017,1,9,29,242.73852165953207,14.738521659532068
43395,170483,2017-01-29 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,253.0,2017-01-29,2017,1,10,29,265.4251768319529,12.42517683195291
43401,170499,2017-01-29 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,276.0,2017-01-29,2017,1,11,29,277.26512654555665,1.2651265455566545
43406,170517,2017-01-29 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,245.0,2017-01-29,2017,1,12,29,270.3015485289149,25.301548528914907
43416,170542,2017-01-29 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,205.0,2017-01-29,2017,1,13,29,257.8547936983203,52.85479369832029
43422,170549,2017-01-29 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,174.0,2017-01-29,2017,1,14,29,201.94578322790343,27.945783227903433
43432,170570,2017-01-29 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,160.0,2017-01-29,2017,1,15,29,175.7789945464342,15.778994546434205
43435,170577,2017-01-29 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,144.0,2017-01-29,2017,1,16,29,166.67207639636203,22.67207639636203
43444,170589,2017-01-29 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,134.0,2017-01-29,2017,1,17,29,136.08184773177175,2.081847731771745
43449,170604,2017-01-29 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,141.0,2017-01-29,2017,1,18,29,157.9588661540658,16.958866154065788
43454,170611,2017-01-29 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,183.0,2017-01-29,2017,1,19,29,194.1761329789495,11.17613297894951
43460,170627,2017-01-29 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,251.0,2017-01-29,2017,1,20,29,207.95523183819986,-43.044768161800135
43469,170643,2017-01-29 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,316.0,2017-01-29,2017,1,21,29,227.14704648705225,-88.85295351294775
43471,170646,2017-01-29 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,376.0,2017-01-29,2017,1,22,29,257.3891131228989,-118.61088687710111
43479,170666,2017-01-29 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,400.0,2017-01-29,2017,1,23,29,312.59910191543133,-87.40089808456867
43484,170672,2017-01-30 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,405.0,2017-01-30,2017,1,0,30,363.76966358016455,-41.23033641983545
43488,170683,2017-01-30 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,422.0,2017-01-30,2017,1,1,30,397.48565714640233,-24.514342853597668
43492,170692,2017-01-30 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,399.0,2017-01-30,2017,1,2,30,402.81526079439556,3.815260794395556
43497,170707,2017-01-30 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,359.0,2017-01-30,2017,1,3,30,391.8666414823065,32.86664148230648
43507,170722,2017-01-30 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,325.0,2017-01-30,2017,1,4,30,358.4861728779612,33.48617287796122
43512,170735,2017-01-30 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,304.0,2017-01-30,2017,1,5,30,348.67785862851133,44.67785862851133
43516,170741,2017-01-30 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,266.0,2017-01-30,2017,1,6,30,279.8466140580399,13.846614058039904
43521,170751,2017-01-30 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,243.0,2017-01-30,2017,1,7,30,248.2816168579927,5.281616857992702
43531,170772,2017-01-30 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,255.0,2017-01-30,2017,1,8,30,263.7479994577367,8.747999457736682
43536,170782,2017-01-30 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,333.0,2017-01-30,2017,1,9,30,308.42212699601885,-24.577873003981153
43539,170790,2017-01-30 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,434.0,2017-01-30,2017,1,10,30,365.107260406569,-68.89273959343097
43545,170807,2017-01-30 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,459.0,2017-01-30,2017,1,11,30,368.62541279091636,-90.37458720908364
43556,170827,2017-01-30 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,405.0,2017-01-30,2017,1,12,30,359.2790689093456,-45.7209310906544
43557,170839,2017-01-30 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,314.0,2017-01-30,2017,1,13,30,336.5545245506712,22.554524550671204
43568,170861,2017-01-30 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,268.0,2017-01-30,2017,1,14,30,267.2462562893574,-0.7537437106425955
43578,170884,2017-01-30 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,231.0,2017-01-30,2017,1,15,30,237.8929498768885,6.892949876888508
43582,170896,2017-01-30 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,207.0,2017-01-30,2017,1,16,30,206.3499958930372,-0.6500041069627969
43587,170912,2017-01-30 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,184.0,2017-01-30,2017,1,17,30,149.08427886575777,-34.91572113424223
43600,170933,2017-01-30 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,169.0,2017-01-30,2017,1,18,30,134.76573796698528,-34.234262033014716
43604,170943,2017-01-30 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,172.0,2017-01-30,2017,1,19,30,148.13414673060555,-23.86585326939445
43616,170968,2017-01-30 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,238.0,2017-01-30,2017,1,20,30,202.82142647259948,-35.178573527400516
43623,170986,2017-01-30 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,270.0,2017-01-30,2017,1,21,30,242.66879176159912,-27.331208238400876
43632,171006,2017-01-30 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,344.0,2017-01-30,2017,1,22,30,275.62554709614517,-68.37445290385483
43639,171027,2017-01-30 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,409.0,2017-01-30,2017,1,23,30,344.09971436676113,-64.90028563323887
43644,171038,2017-01-31 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,412.0,2017-01-31,2017,1,0,31,381.55041017953266,-30.449589820467338
43656,171063,2017-01-31 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,427.0,2017-01-31,2017,1,1,31,366.2940304792196,-60.7059695207804
43662,171080,2017-01-31 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,444.0,2017-01-31,2017,1,2,31,389.26342427855707,-54.73657572144293
43668,171096,2017-01-31 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,440.0,2017-01-31,2017,1,3,31,361.4363653309899,-78.56363466901013
43676,171115,2017-01-31 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,427.0,2017-01-31,2017,1,4,31,338.07203989348034,-88.92796010651966
43687,171139,2017-01-31 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,395.0,2017-01-31,2017,1,5,31,314.56685033086296,-80.43314966913704
43694,171159,2017-01-31 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,362.0,2017-01-31,2017,1,6,31,232.17606034295292,-129.82393965704708
43702,171174,2017-01-31 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,370.0,2017-01-31,2017,1,7,31,220.47136303876508,-149.52863696123492
43708,171194,2017-01-31 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,380.0,2017-01-31,2017,1,8,31,234.30974025562813,-145.69025974437187
43712,171199,2017-01-31 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,409.0,2017-01-31,2017,1,9,31,306.59237158163967,-102.40762841836033
43719,171219,2017-01-31 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,461.0,2017-01-31,2017,1,10,31,353.84002758872356,-107.15997241127644
43731,171247,2017-01-31 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,469.0,2017-01-31,2017,1,11,31,366.6898230264677,-102.3101769735323
43737,171258,2017-01-31 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,471.0,2017-01-31,2017,1,12,31,360.07667133454123,-110.92332866545877
43743,171274,2017-01-31 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,457.0,2017-01-31,2017,1,13,31,317.7512474205229,-139.24875257947713
43746,171285,2017-01-31 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,423.0,2017-01-31,2017,1,14,31,234.29070902198117,-188.70929097801883
43758,171317,2017-01-31 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,344.0,2017-01-31,2017,1,15,31,158.13818091947746,-185.86181908052254
43764,171331,2017-01-31 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,239.0,2017-01-31,2017,1,16,31,131.55442491418,-107.44557508582
43772,171351,2017-01-31 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,194.0,2017-01-31,2017,1,17,31,110.86958984181965,-83.13041015818035
43782,171373,2017-01-31 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,173.0,2017-01-31,2017,1,18,31,133.65669504957805,-39.34330495042195
43786,171379,2017-01-31 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,200.0,2017-01-31,2017,1,19,31,139.84706402261796,-60.15293597738204
43798,171411,2017-01-31 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,259.0,2017-01-31,2017,1,20,31,187.55367581281533,-71.44632418718467
43806,171430,2017-01-31 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,344.0,2017-01-31,2017,1,21,31,228.50922103204368,-115.49077896795632
43810,171443,2017-01-31 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,407.0,2017-01-31,2017,1,22,31,252.1006964677583,-154.8993035322417
43817,171456,2017-01-31 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,437.0,2017-01-31,2017,1,23,31,332.0520588204398,-104.94794117956019
43823,171468,2017-02-01 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,438.0,2017-02-01,2017,2,0,1,409.45330384853315,-28.546696151466847
43828,171489,2017-02-01 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,416.0,2017-02-01,2017,2,1,1,449.9063796004266,33.90637960042659
43840,171513,2017-02-01 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,416.0,2017-02-01,2017,2,2,1,410.9586200008184,-5.041379999181572
43847,171533,2017-02-01 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,406.0,2017-02-01,2017,2,3,1,442.2791215364823,36.27912153648231
43853,171543,2017-02-01 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,395.0,2017-02-01,2017,2,4,1,407.55185321760126,12.551853217601263
43861,171570,2017-02-01 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,430.0,2017-02-01,2017,2,5,1,347.681208518603,-82.318791481397
43864,171585,2017-02-01 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,408.0,2017-02-01,2017,2,6,1,254.92444232998517,-153.07555767001483
43870,171601,2017-02-01 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,372.0,2017-02-01,2017,2,7,1,251.6240909684706,-120.3759090315294
43881,171624,2017-02-01 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,348.0,2017-02-01,2017,2,8,1,270.556759830387,-77.44324016961298
43887,171639,2017-02-01 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,394.0,2017-02-01,2017,2,9,1,394.0719454970007,0.07194549700068364
43893,171656,2017-02-01 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,497.0,2017-02-01,2017,2,10,1,422.37541330080063,-74.62458669919937
43898,171663,2017-02-01 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,484.0,2017-02-01,2017,2,11,1,472.1242568803575,-11.875743119642493
43907,171691,2017-02-01 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,513.0,2017-02-01,2017,2,12,1,436.7982369729686,-76.2017630270314
43912,171704,2017-02-01 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,438.0,2017-02-01,2017,2,13,1,314.97647848513816,-123.02352151486184
43920,171717,2017-02-01 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,354.0,2017-02-01,2017,2,14,1,273.8305125911343,-80.16948740886568
43925,171741,2017-02-01 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,295.0,2017-02-01,2017,2,15,1,221.38124581238492,-73.61875418761508
43933,171755,2017-02-01 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,273.0,2017-02-01,2017,2,16,1,175.33807928109525,-97.66192071890475
43941,171770,2017-02-01 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,220.0,2017-02-01,2017,2,17,1,140.10210991415465,-79.89789008584535
43949,171790,2017-02-01 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,183.0,2017-02-01,2017,2,18,1,155.417358237857,-27.582641762143
43960,171813,2017-02-01 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,221.0,2017-02-01,2017,2,19,1,199.0740902196318,-21.925909780368187
43968,171839,2017-02-01 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,244.0,2017-02-01,2017,2,20,1,260.7197873781948,16.71978737819478
43975,171855,2017-02-01 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,323.0,2017-02-01,2017,2,21,1,341.4117070063306,18.411707006330573
43983,171877,2017-02-01 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,318.0,2017-02-01,2017,2,22,1,378.3194616125945,60.31946161259452
43986,171880,2017-02-01 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,323.0,2017-02-01,2017,2,23,1,360.3147493538662,37.314749353866205
43995,171903,2017-02-02 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,327.0,2017-02-02,2017,2,0,2,364.28739784840616,37.28739784840616
